HSC	MPP	CMP	MEP	P1	P2	P3	P4	P5	P6	P7	P8	genes
2.86	2.49	7	12.89	2.87	1.86	1.56	2.62	4.97	4.04	0.53	0.6	HIST1H2AJ
7.21	5.94	11.87	17.96	5.74	4.73	3.1	3.51	8.29	5.2	1.04	1.27	HIST1H2BM
0.03	0.22	0.02	0.1	0.67	0.6	0.26	0.17	1.23	1.14	1.07	0.6	HIST1H4J
0.23	0.14	0.12	0.17	1.29	0.74	0.75	0.58	0.24	0.27	0.15	0.24	HIST1H4K
11.47	11.33	11.63	15.96	1.15	0.87	0.7	0.66	1.03	1.19	1.32	2.52	HIST1H2AK
11.01	12.15	13.92	12.14	4.56	3.56	3.11	4	8.37	6.7	4.88	12.44	HIST1H2BN
21.61	30.7	53.33	112.74	5.01	4.42	3.15	4.2	8.23	4.8	1.07	0.22	HIST1H2AL
43.18	36.53	83.59	153.4	27.1	24.04	23.77	35.31	59.2	33.11	3.31	1	HIST1H1B
9.06	17.32	20.54	48.65	24.38	21.89	21	30.27	55.11	26.75	2.86	0.67	HIST1H3I
0.36	0.22	0.85	1.67	0.28	0.34	0.29	0.26	0.68	0.24	0.11	0.04	HIST1H4L
6.24	11.25	21.75	48.33	28.13	25.9	22.16	30.15	58.07	27.15	2.79	0.46	HIST1H3J
0.36	0.3	0.24	0.36	0.24	0.33	0.12	0.16	0.43	0.33	0.14	0.11	HIST1H2AM
1.66	1.59	2.72	4.64	1.09	0.63	0.36	0.58	1.23	1.13	1.41	4.63	HIST1H2BO
0.16	0	0.05	0.19	0.04	0.02	0	0	0	0.11	0.05	0.06	OR2B2
0.1	0	0.02	0.07	0.02	0.07	0.05	0.02	0.1	0.3	0.5	1.47	OR2B6
2.44	2.98	1.47	1.21	2.57	1.63	1.23	1.26	0.97	1.31	1.73	2.63	RP1-313I6.12
8.64	4.79	3.69	3.04	4.89	6.27	5	3.23	1.19	1.93	6.1	11.48	ZNF165
5.95	7.61	7.45	6.88	12.8	8.63	6.25	6.84	9.7	13.17	9.57	6.15	ZSCAN16-AS1
8.61	6.16	6.05	7.12	11.47	21.15	21.22	16.68	7.95	12.69	19.95	12.76	ZSCAN16
1.36	2.71	0.85	0.41	0.08	0.16	0.08	0.09	0.08	0.06	0.34	0.9	RP1-265C24.8
150.39	135.69	111.8	133	81.7	93.61	84.76	83.76	86.26	131.59	166.14	141.21	ZKSCAN8
21.61	22.9	23.57	23.73	22.82	20.64	19.13	16.47	7.27	2.21	0.26	0.46	ZSCAN9
7.57	5.83	8.42	6.01	20	17.05	17.07	14.69	10.06	5.69	1.42	0.19	ZKSCAN4
1.14	0.68	0.92	0.6	0.18	0.07	0.01	0.03	0.11	0.1	0.09	0.13	NKAPL
18.29	20.03	19.88	21.34	17.89	20.88	19.67	17.01	4.92	1.06	0.6	1.04	PGBD1
14.88	12.45	7.97	10.14	10.56	12.21	11.94	8.62	2.31	1.03	0.54	0.71	ZSCAN31
28.43	21.01	14.82	23.88	29.29	29.15	27.45	22.85	12.72	7.17	2.51	1.46	ZKSCAN3
18.45	21.78	19.81	21.58	14.7	23.35	22.77	19.37	11.68	5.69	1.72	1.63	ZSCAN12
2.96	2.41	2.86	0.77	0.46	0.29	0.44	0.42	0.11	0.04	0	0	ZSCAN23
0.03	0	0.02	0	0	0	0	0	0	0	0	0	GPX6
0	0	0	0	0	0	0	0	0	0	0	0	GPX5
0.84	0.63	0.19	0.17	0	0.45	0.14	0.17	0.03	0.01	0	0	SCAND3
0	0	0	0	0	0	0	0	0	0	0	0	LINC00533
0.06	0.03	0	0.02	0.06	0.2	0.16	0.24	0.15	0.09	0	0.01	XXbac-BPG308K3.5
0.03	0.05	0.09	0.07	0.1	0.09	0.19	0.19	0.17	0.01	0	0.03	XXbac-BPG308K3.6
0.1	0.11	0	0.05	0.2	0.27	0.29	0.14	0.47	1.13	1.07	1.74	HCG14
38.79	33.11	37.61	46.74	186.62	199.81	178.76	165.16	80.09	46.74	28.31	30.37	TRIM27
0.03	0.11	0.07	0	0.1	0.05	0.04	0.12	0.33	0.3	0.02	0.08	C6orf100
0.62	0.68	0.24	0.51	0	0.05	0.05	0.05	0	0	0	0	HCG15
0	0.05	0.19	0.05	0.02	0	0.1	0.02	0.01	0	0	0	HCG16
1.66	1.34	1.89	2.75	6.02	6.38	7.28	8.83	9.03	5.66	0.73	0.06	ZNF311
0	0	0	0	0.04	0	0	0	0	0	0	0	OR2W1
0	0	0	0	0	0	0.01	0	0	0	0	0	OR2B3
0	0	0	0	0.02	0	0	0	0.03	0	0	0	OR2J1
0	0	0	0	0.02	0.02	0.01	0.02	0	0	0	0	OR2J3
0.03	0	0	0	0	0	0	0	0	0	0	0	XXbac-BCX196D17.5
0	0	0	0	0	0	0	0	0	0.01	0	0	OR2J2
0	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG308J9.3
0	0	0	0	0	0	0	0	0	0	0	0	OR14J1
0	0	0	0	0	0	0	0	0	0	0	0	OR5V1
0	0	0	0	0	0	0	0	0	0	0	0	OR12D3
0	0	0	0	0	0	0	0	0	0	0	0	OR12D2
0	0	0	0	0.02	0	0	0	0	0	0.05	0	OR11A1
0	0	0	0	0	0	0	0	0	0	0	0	OR10C1
0	0	0	0	0.02	0	0	0	0	0	0	0	OR2H1
0	0	0.02	0	0.04	0	0	0.02	0	0	0	0	MAS1L
0	0	0.19	0.02	0	0	0	0	0	0	0	0	XXbac-BPG13B8.10
0	0	0	0	0	0	0	0	0	0	0	0.01	LINC01015
0	0	0	0	0.1	0	0	0	0	0	0	0	UBD
11.31	11.74	3.22	2.75	11.39	2.46	0.81	0.77	0.28	0.2	0.08	0.17	GABBR1
0.1	0.05	0.05	0	0.02	0	0	0	0	0	0	0	OR2H2
0	0	0	0	0.44	0.11	0.1	0.19	0.04	0	0	0	MOG
0	0	0	0	16.3	22.25	22.18	16.96	3.38	0.79	0.09	0	ZFP57
24.17	23.92	9.43	4.8	26.14	4.59	6.5	8.58	12.33	12.9	6.83	6.41	HLA-F
0.03	0.05	0.09	0.05	0.2	0.22	0.43	0.49	0.87	0.73	0.05	0.06	XXbac-BPG170G13.32
1.62	1.59	1.91	0.68	10.06	1.35	1.06	1.38	2.87	4.36	7.08	12.41	HLA-G
269.07	288.9	346.05	199.24	648.35	56.64	41.64	49.93	145.97	287.9	506.44	544.12	HLA-A
0.06	0.66	0.09	0.12	0.18	0.02	0.15	0.07	0.4	0.56	0.25	0.96	HCG9
11.96	8.18	9.83	7.24	19.87	12.14	13.66	17.87	19.38	14.72	6.01	4.22	ZNRD1-AS1
10.98	10.07	12.44	15.91	28.05	30.16	26.39	23.34	13.01	12.65	15.38	27.44	ZNRD1
53.87	64.36	61.58	66.49	60.61	58.48	58.37	50.93	48.21	48.43	43.11	48.46	PPP1R11
0.62	0.66	0.64	0.48	0.3	0.14	0.12	0.03	0.14	0.31	0.76	1.36	RNF39
0	0	0.05	0.07	0	0	0	0.03	0.15	0.19	0.03	0.03	TRIM31
0	0	0	0	0	0	0	0	0	0	0	0	TRIM31-AS1
0	0.03	0	0	0.12	0	0	0.02	0.01	0.06	0.06	0.03	TRIM40
0	0.05	0	0.34	2.4	6.32	16.15	124.24	692.81	747.71	363.14	78.76	TRIM10
0	0	0	0	0.14	0.88	2.22	4.71	16.92	21.73	7.71	1.15	TRIM15
29.89	22.22	28.23	45.27	56.94	45.21	36.46	25.65	5.24	0.96	0.84	0.71	TRIM26
0.13	0.03	0.09	0.19	0.16	0	0.1	0.03	0	0.1	0.17	0.08	HCG17
72.16	65.32	60.33	61.32	50.82	42.97	35.96	36.29	36.11	38.62	26.73	18.41	HCG18
17.09	15.6	9.48	9.73	10.81	9.64	7.16	8.25	9.85	10.19	7.53	8.03	TRIM39
0	0	0	0	0	0	0	0	0	0	0	0	TRIM39-RPP21
0.49	0.36	0.12	0.1	0.69	1.37	1.04	0.96	0.91	0.91	0.12	0.17	RPP21
669.01	552.3	279.08	116.36	427.73	59.85	43.82	26.43	9.46	12.29	17.82	23.68	HLA-E
0.68	0.19	0	0.07	0.06	0.09	0.12	0.07	0.1	0.16	0.06	0	XXbac-BPG249D20.9
41.68	30.4	38.7	24.17	54.94	56.77	42.91	33.25	28.96	24.83	12.98	18.57	GNL1
13.74	21.56	24.78	22.21	26.78	34.84	27.28	19.1	8.89	6.64	5.87	10.59	PRR3
55.17	57.54	74.61	103.91	124.47	206.26	195.31	172.53	118.14	101	125.37	171.15	ABCF1
119.3	123.9	109.32	110.72	106.48	107.63	94.37	98.54	85.48	97.95	91.71	86.12	PPP1R10
22.22	23.59	21.87	37.15	95.67	160.69	164.54	160.72	68.21	29.96	13.24	8.75	MRPS18B
7.7	6.62	6.22	6.74	19.27	19.49	16.82	15.79	4.72	2.9	0.43	0.65	ATAT1
2.4	2.44	3.03	4.32	15.55	20.39	17.91	15.74	9.74	4.72	0.85	0.19	C6orf136
12.83	13.68	15.63	21.2	80.95	100.73	106.53	97.16	79.75	60.7	35.93	19.74	DHX16
60.46	70.08	36.34	14.7	62.83	9.32	3.58	0.98	0.17	0.3	0.19	0.25	PPP1R18
39.7	44.47	69.53	36.04	57.7	26.12	21.59	19.78	20.45	11.89	1.49	0.43	NRM
40.71	42.36	53	61.61	62.95	50.46	44.09	51.21	64.3	45.61	9.79	1.56	MDC1
0.03	0	0	0	0.04	0	0	0	0	0	0	0	MDC1-AS1
980	921.86	1931.95	2076.72	1504.14	2048.61	2203.67	2268.22	2254.24	1422.89	186.31	30.89	TUBB
0.49	0.08	0.45	0.72	0.75	0.78	0.6	0.56	0.6	0.41	0.08	0.01	XXbac-BPG252P9.9
57.31	46.27	50.09	68.39	280.42	183.81	190.63	191.18	164.5	120.36	36.25	17.11	FLOT1
0	0	0	0	0.06	0.05	0.1	0.02	0.07	0.09	0.02	0	XXbac-BPG252P9.10
0	0.05	0.05	0	36.8	7.01	7.16	4.52	3.74	2.4	0.91	0.79	IER3
0	0	0	0	0.22	0.04	0.07	0.1	0.01	0.11	0.03	0.01	HCG20
0	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG27H4.8
0.03	0	0	0.02	0	0	0.01	0.02	0	0	0	0	DDR1-AS1
0.52	0.27	0.17	0.05	1.29	0.38	0.3	0.21	0.01	0.03	0.05	0	DDR1
0	0	0	0	0.12	0.07	0.07	0.02	0.06	0	0	0	GTF2H4
5.49	5.5	5.96	5.38	27.39	27.83	23.98	24.25	12.52	6.79	0.99	0.19	VARS2
0	0	0	0	0	0	0	0	0	0	0	0	SFTA2
0	0	0	0	0	0	0	0	0	0	0	0	DPCR1
0	0	0	0	0	0	0	0	0	0	0	0	HCG21
0	0	0	0	0	0.04	0	0	0	0	0	0	MUC21
0	0	0	0	0	0	0	0	0.01	0	0	0	MUC22
0	0.03	0	0	0	0	0	0	0	0	0	0	HCG22
0	0	0	0	0	0	0	0	0	0	0	0	C6orf15
0.32	0.11	0.02	0	0	0.04	0.08	0.02	0	0	0	0	PSORS1C1
0	0	0	0.02	0	0	0.01	0.02	0	0	0	0	CDSN
0	0	0	0	0	0	0	0	0	0	0	0	PSORS1C2
4.16	6.92	5.58	7.17	27.43	38.69	37.35	43.27	41.07	25.99	3.84	1.54	CCHCR1
20.31	20.14	41.73	33.15	115.65	78.95	83.06	114.17	185.16	87.82	9.15	2.05	TCF19
0.23	0.27	0.59	0.97	1.03	0.29	0.29	0.37	1.03	0.87	0.06	0.03	POU5F1
14.69	21.64	11.65	12.75	7.86	6.7	5.14	5.72	12.3	13.89	4.52	2.92	XXbac-BPG299F13.17
0.49	0.68	0.9	1.16	2.44	1.28	0.88	1.4	3.34	2.7	1.16	1.35	HCG27
0.06	0	0.05	0.05	0.08	0.05	0	0.02	0.14	0.07	0.03	0.04	XXbac-BPG299F13.14
163.55	167.38	160.05	118.08	384.11	108.17	93.08	84.84	96.01	101.22	90.14	104.48	HLA-C
0.06	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG248L24.13
448.93	445.42	473.17	290.79	528.21	27.85	18.82	22.03	28.29	36.28	35.25	36.2	HLA-B
5.85	6.57	3.07	5.67	2.99	2.71	1.7	1.5	1.88	2.31	0.33	0.45	XXbac-BPG181B23.7
2.7	2.6	0.92	2.63	11.69	4.61	3.51	2.91	3.1	2.09	0.42	0.13	MICA
0	0.03	0	0.02	0	0	0	0	0.01	0	0	0	LINC01149
11.66	12.59	20.35	18.81	30.84	14.99	17.19	15.95	26.39	29.92	4.83	0.79	MICB
0.06	0.05	0.05	0.19	0	0.02	0.01	0	0	0	0	0	MCCD1
0	0	0	0	0	0	0	0	0	0	0	0	ATP6V1G2-DDX39B
34.73	39.27	26.12	32.4	101.98	59.53	55.25	60.75	61.35	54.27	26.19	22.12	DDX39B
0.03	0.05	0.05	0.12	0.12	0.14	0.05	0.03	0.07	0.04	0.05	0.03	DDX39B-AS1
1.4	0.88	3.74	2.03	1.17	0.31	0.45	0.12	0.04	0.06	0	0.11	ATP6V1G2
1.56	1.7	0.97	1.11	8	7.87	6.02	6.87	8.53	6.4	2.38	4.63	NFKBIL1
0.06	0	0	0	0.08	0	0	0	0.01	0	0.02	0.29	LTA
0.13	0.49	0.07	0.36	1.07	0.04	0.04	0	0	0	0	0	TNF
0.65	0.68	0.28	0.14	1.6	0.16	0.08	0.03	0	0	0	0.01	LTB
43.99	29.11	20.09	6.61	49.18	2.56	0.14	0.05	0.07	0.16	0.2	0.13	LST1
0.39	0.33	0.21	0.29	9.78	1.61	0.77	0.26	0.04	0.01	0.02	0.01	NCR3
382.36	354.27	237.38	56.2	65.32	4.73	1.07	0.4	0.01	0	0.25	0.08	AIF1
191.17	256.34	214.92	247.7	145.74	160.38	136.27	125.74	93.24	69.49	31.11	27.84	PRRC2A
77.91	84.36	74.35	102.56	128.17	115.77	98.44	95.9	91.79	95.91	151.42	224.14	BAG6
2.14	3.48	5.82	5.67	4.73	5.35	4.55	4.54	8.51	6.19	4.13	3.34	APOM
3.09	3.94	2.22	2.9	31.04	24.27	22.49	20.71	16.28	10.85	9.37	11.81	C6orf47
0	0	0	0	0	0	0	0	0	0	0	0	C6orf47-AS1
5.65	3.83	6.86	6.35	38.54	39.19	37.62	42.26	58.7	46.84	36.11	59.48	GPANK1
2.53	4.6	4.42	4.95	22.84	24.82	18.5	17.52	15.39	14.3	12.23	14.9	CSNK2B
0	0	0	0	0	0	0	0	0	0	0	0	CSNK2B-LY6G5B-1181
0.19	0.66	0.47	0.14	4.79	3.03	2.02	2.97	2.36	2.73	2.51	3.05	LY6G5B
13.91	11.16	6.69	3.16	7.92	1.64	1.12	0.98	2.91	8.73	13.98	8.93	LY6G5C
3.28	1.89	1.39	0.89	2.93	2.13	1.93	2.36	4.11	5.27	3.81	1.84	ABHD16A
0	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG32J3.20
0	0	0.02	0	0.53	0.04	0	0.02	0.03	0	0.02	0	LY6G6F
0	0	0.02	0	0.26	0.07	0	0	0	0	0	0	MEGT1
0	0	0.02	0	0.69	0.02	0	0	0	0	0	0.01	LY6G6E
0	0	0	0	0.02	0.05	0	0	0	0	0	0	LY6G6D
109.62	124.64	112.01	117.21	143.7	11.34	2.96	2.25	0.1	0.09	0.09	0.01	C6orf25
0.32	1.01	0.12	0.24	0.28	0.11	0.05	0.02	0.04	0	0.08	0.11	LY6G6C
31.22	50.76	40.17	27.4	69.42	23.86	13.96	7.33	4.35	4.64	3.04	2.82	DDAH2
262.71	328.14	345.84	278.09	849.35	527.13	463.5	304.6	173.12	153.94	81.41	69.29	CLIC1
4.68	5.06	8.09	4.76	11.11	7.24	5.87	5.9	6.5	4.92	0.74	0.07	MSH5
0	0	0	0	0	0	0	0	0	0	0	0	MSH5-SAPCD1
0.06	0.03	0.02	0.05	2.75	1.39	1.32	1.24	1.03	0.74	0.11	0.03	SAPCD1
0	0	0	0	0.04	0.07	0	0	0.01	0	0	0.01	SAPCD1-AS1
0.84	0.63	0.07	0.05	3.31	0.4	0.18	0.21	0.48	0.64	1.44	3.42	VWA7
21.67	29.11	22.88	50	59.74	111.83	105.08	87.28	33.68	15.22	6.88	5.11	VARS
15.33	17.29	18.06	21.82	88.48	117.74	107.26	89.29	59.67	35.55	6.67	2.94	LSM2
6.34	7.72	8.09	2.61	1.7	1.35	1.08	0.7	0.8	0.74	0.7	1.57	HSPA1L
51.33	54.37	31.68	22.31	21.31	13.74	13.19	11.17	6.19	11.47	19.9	28.69	HSPA1A
5.75	6.38	3.05	2.63	5.17	6.61	6.62	6.32	7.29	9.25	14.87	25.14	HSPA1B
456.76	488.4	304	223.82	153.7	102.57	96.55	97.96	57.26	31.59	14.37	32.92	C6orf48
13.87	23.94	13.85	10.65	124.92	62.67	74.02	71.18	55.96	57.91	48.95	66.39	NEU1
0	0.52	0.28	6.81	0.4	0.74	1.08	0.26	0.03	0.01	0	0.15	SLC44A4
35.02	51.55	43.29	52.77	57.62	54.4	36.47	29.48	9.85	4.19	0.81	2	EHMT2
0	0	0.02	0.05	0.02	0	0	0	0	0	0	0	EHMT2-AS1
0.03	0.08	0.05	0.02	0.99	0.72	0.92	1.01	1.16	1.16	0.51	0.46	C2
0.26	0.22	0.66	0.36	0.16	0.14	0.08	0.09	0.1	0.09	0.06	0.01	ZBTB12
1.04	0.66	0.87	0.39	0.48	0.42	0.15	0.09	0.17	0.26	0.11	0.11	CFB
0	0	0	0	0	0	0	0	0	0	0	0	CFB.1
36.81	42.69	41.21	47.49	120.44	133.69	145.62	149.46	152.55	144.88	100.05	140.68	NELFE
14.33	18.09	16.17	17.07	80.12	79.54	78.25	78.47	65.1	56.51	50.06	59.37	SKIV2L
7.18	3.37	5.32	5.46	25.19	23.77	21.84	22.49	16.81	12.63	7.76	13.15	DXO
4.35	7.14	5.72	4.76	15.61	11.27	11.11	10.03	10.97	8.79	4.77	5.13	STK19
0.1	0.03	0.17	0.07	0.22	0.13	0.08	0.24	0.08	0.09	0.05	0.06	C4A
0	0	0	0	0	0	0	0	0	0.01	0	0	C4A-AS1
0.13	0	0	0.05	0	0	0	0	0	0	0.02	0.01	AL645922.1
0	0.05	0.05	0.14	0.04	0.07	0	0	0.01	0.03	0.03	0.01	C4B
0.03	0	0	0	0	0	0	0	0	0	0	0	C4B-AS1
0.06	0	0	0	0.06	0.05	0.04	0.12	0	0.1	0.14	0.17	CYP21A2
0.71	0.71	0.43	1.79	3.05	20.77	29.04	37.86	192.71	314.38	169.95	36.98	TNXB
53.15	81.05	77.92	60.81	134.03	77.92	72.27	98.36	104.8	74.99	35.04	28.34	ATF6B
0.45	0.16	0.66	1.91	10.95	19.4	21.2	29.54	32.59	20.29	5.71	11.6	FKBPL
1.23	0.88	0.64	1.26	1.51	2.4	1.92	2.79	2.62	2.01	0.68	0.21	PRRT1
4.29	4.95	8.72	20.3	18.9	63.79	61.75	69.65	63.91	38.15	6.67	2.46	PPT2
0	0.03	0	0.02	0.28	0.72	0.48	0.52	0.61	0.7	0.22	0.01	PPT2-EGFL8
0.23	0.05	0.02	0.05	0.36	0.7	0.47	0.91	1.72	1.89	0.28	0.13	EGFL8
6.08	7.85	9.48	10.67	24.46	36.32	39.35	40.93	44.63	34.57	16.29	6.72	AGPAT1
24.63	39.73	30.83	45.8	68.31	89.17	99.84	126.71	170.04	156.84	58.81	22.62	RNF5
0.88	0.82	0.76	0.82	10.79	4.1	1.92	3.07	5.22	6.84	2.6	0.58	AGER
73.82	89.64	65.01	69.38	8.26	5.58	4.15	4.15	6.14	7.84	3.58	1.92	PBX2
26.67	32.7	34.7	21.63	48.27	13.18	7.05	3.7	0.96	0.56	0.33	0.31	GPSM3
2.08	1.83	1.89	0.68	3.47	1.03	0.84	0.8	0.96	0.51	0.15	0.08	NOTCH4
1.17	0.93	0.5	0.77	0.02	0.11	0.08	0.02	0	0	0.03	0	XXbac-BPG154L12.4
1.53	0.9	0.21	0.31	0.08	0.02	0.01	0.02	0	0	0.02	0	C6orf10
1.27	1.04	0.4	0.17	0.1	0	0.03	0.02	0.04	0	0	0	HCG23
0.65	0.22	0.12	0.02	0	0	0	0	0	0	0	0	BTNL2
1436.5	1255.75	616.84	371.47	237.11	22.83	3.04	1.2	0.19	0.67	0.56	0.4	HLA-DRA
147.01	127.81	50.69	34.23	58.57	7.3	1.22	0.58	0.11	0.1	0.08	0.01	HLA-DRB5
445.56	351.86	179.62	116.32	104.4	20.77	5.66	1.43	0.1	0.23	0.2	0.08	HLA-DRB1
115.6	100.18	33.1	17.45	8.2	0.4	0.01	0	0	0.09	0.02	0.01	HLA-DQA1
164.36	125.9	39.31	19.14	21.23	1.35	0.11	0.02	0.04	0.09	0.12	0.14	HLA-DQB1
5.69	3.58	0.95	0.14	0.04	0	0	0	0	0	0	0	HLA-DQB1-AS1
0	0	0	0	0	0	0	0	0.01	0	0	0	XXbac-BPG254F23.7
19.59	18.5	6.6	6.08	2.71	0.2	0	0.03	0	0	0.03	0.01	HLA-DQA2
5.82	4.27	1.37	0.19	0.36	0	0	0	0	0	0	0	HLA-DQB2
0.78	0.93	0.52	0.22	0.44	0.2	0.22	0.1	0.06	0.06	0.05	0	HLA-DOB
0	0	0	0	0	0	0	0	0	0	0	0	TAP2
80.12	66.77	65.08	36.26	13.37	6.94	4.65	3.63	3.12	1.81	1.38	0.9	TAP2.1
44.61	42.77	50.66	30.01	150.45	52.88	37.48	21.79	8.94	9.12	7.06	6.44	PSMB8
9.13	9.63	6.41	4.78	11.65	1.54	0.6	0.73	1.29	2.19	1.3	1.36	TAPSAR1
48.73	56.72	42.81	9.97	40.94	2	1.28	1.13	0.87	2.14	1.15	0.74	PSMB9
10.62	14.56	14.23	10.48	52.35	27.04	29.6	24.32	17.76	21.88	20.52	21.8	TAP1
17.48	9.82	5.89	2.1	4.4	0.07	0.05	0	0.07	0.09	0	0.03	HLA-DMB
0	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG181M17.5
214.82	176.16	92.06	69.65	73.5	19.74	10.52	5.06	2.24	1.77	1.35	3.78	HLA-DMA
118.07	122.01	129.67	141.86	150.1	136.94	119.95	113.66	119.04	103.15	79.98	161.3	BRD2
0	0	0	0	0	0	0	0	0	0	0	0	XXbac-BPG181M17.6
131.19	81.05	17.19	4.97	4.14	0.09	0.01	0.03	0	0.01	0.02	0	HLA-DOA
1046.99	859.39	380.66	202.19	104.02	17.36	5.47	3.79	0.57	0.43	0.33	0.46	HLA-DPA1
442.96	361.6	170.02	80.85	55.68	6.97	4.26	2.56	0.61	0.33	0.37	0.1	HLA-DPB1
0	0	0.02	0.02	0	0	0.01	0	0	0	0	0	HCG24
0.03	0.08	0.02	0	1.35	0.22	0.36	0.42	0.79	1.96	4.74	6.46	COL11A2
28.07	37.98	26.62	32.04	27.25	16.16	10.94	12.82	14.59	18.28	14.51	12.94	RXRB
5.1	6.81	6.12	5.99	31.93	24.69	21.37	18.23	11.51	9.02	8.39	11.52	SLC39A7
5.72	3.53	4.42	8.16	9.43	19.14	15.48	18.09	9.06	4.1	1.07	2.02	HSD17B8
30.99	32.53	38.18	34.35	10.62	9.01	6.51	8.13	10.28	7.52	1.46	2.28	RING1
0.26	0.22	0.14	0.1	1.7	0.78	0.49	0.54	0.67	0.64	0.59	0.58	HCG25
21.87	21.48	21.63	25.45	54.94	55.83	63.56	75.68	67.33	59.23	33.68	24.24	VPS52
1783.91	1823.78	1763.58	2024.86	1795.84	1660.08	1702.14	1655.36	906	340.77	132.74	127.61	RPS18
1.33	1.72	1.73	1.21	11.13	1.43	1.12	0.91	3.08	4	2.45	0.99	B3GALT4
10.62	16.66	17.07	25.86	99.17	131.32	119.99	93.06	33.1	45.25	95.36	99.86	WDR46
1.07	1.67	2.27	4.47	15.43	22.7	21.24	16.42	8.58	6.62	8.08	10.14	PFDN6
18.45	18.17	15.37	9.73	56.45	11.79	8.61	7.41	9.95	11.02	9.82	12.02	RGL2
345.81	452.91	305.2	231.93	396.63	224.61	232.9	241.63	208.22	191.16	180.48	186.95	TAPBP
5.43	6.87	5.77	5.6	3.78	2.96	2.17	1.26	3.05	4.53	7.48	9.6	ZBTB22
76.8	82.58	104.97	138.07	144.75	179.62	161.87	140.95	112.47	92.97	71.51	106.62	DAXX
4.87	4.95	10.43	9.27	89.84	72.84	84.28	121.55	223.62	167.38	20.75	3.1	KIFC1
27.45	23.72	12.06	11.95	19.59	10.85	8.24	6.96	8.04	11.86	15.55	51.81	PHF1
41.07	50.98	53.1	80.92	146	171.18	149.99	124.17	44.97	25.38	24.96	51.35	CUTA
45.68	40.25	22.13	31.09	8.6	5.49	1.82	1.52	0.58	0.36	0.08	0.22	SYNGAP1
10.17	13.22	6.24	12.58	27.33	47.59	46.51	34.96	9.8	3.72	1.89	3.59	ZBTB9
2.47	2.76	3.85	4.78	41.51	33.2	28.44	22.09	12.61	11.57	7.54	4.84	BAK1
0.26	0.38	0.07	0.05	0.32	0.11	0.01	0	0	0	0	0	GGNBP1
0.03	0	0.02	0	0.02	0	0	0	0	0	0	0	LINC00336
7.76	6.73	2.39	2.73	13.41	14.7	13.52	12.18	4.03	2.37	0.09	0.07	ITPR3
6.17	4.84	7.47	11.44	78.49	117.76	119.38	126.22	71.67	36.78	4.79	1.35	UQCC2
0	0	0	0	0	0	0	0	0	0	0	0	SBP1
0	0.03	0	0	0.04	0.02	0.01	0	0	0	0	0	IP6K3
12.57	13.93	6.31	6.18	20.88	11.83	8.98	8.62	12.7	13.06	5.79	6.34	LEMD2
0	0	0	0	0	0	0	0	0	0	0	0	MLN
0	0	0	0	0	0	0.03	0.16	0.01	0	0	0	LINC01016
0	0	0	0	0	0.05	0.03	0	0	0	0	0	RP3-468B3.2
0.03	0	0	0	0	0.11	0.1	0.52	0.17	0.06	0	0	GRM4
258.35	380.51	466.67	606.49	344.06	590.76	515.49	437.15	216.52	133.4	66.82	107.12	HMGA1
3.12	3.26	5.2	1.67	48.76	24.96	22.81	16.98	10.46	10.09	17.48	44.72	C6orf1
0	0	0	0	0	0	0	0	0	0	0	0	RP11-513I15.6
183.08	161.22	138.13	124.31	19.11	16.31	9.43	8.23	3.2	2.49	0.88	0.47	NUDT3
0	0	0	0	0	0	0	0	0	0	0	0	RPS10-NUDT3
32.52	41.24	31.51	30.44	3.51	4.52	4.21	3.33	1.16	0.73	0.87	0.65	RPS10
0.23	0.63	0.05	0	0.2	0.02	0	0.02	0	0.01	0	0.01	PACSIN1
0	0.08	0	0	0.06	0	0.05	0.02	0.06	0	0.22	0.72	SPDEF
74.04	87.29	103.29	90.41	100.34	94.08	90.71	90.27	90.06	137.95	191.65	212.75	C6orf106
1.92	1.23	1.28	1.13	2.5	1.84	2.08	1.81	3.48	5.1	4.82	4.94	RP11-140K17.3
19.95	25.04	28.18	39.06	185.41	322.23	313.62	259.11	104.2	48.48	18.01	15.97	SNRPC
96.62	94.27	120.64	119.24	67.96	81.08	81.32	92.4	122.03	74.15	13.36	4.16	UHRF1BP1
28.85	22.77	31.11	24.48	37.57	46.2	48.11	49.91	39.69	30.02	17.44	15.69	TAF11
27.06	26.35	25.11	33.58	17.96	13.55	13.93	10.03	6.43	6.49	4.38	3.62	ANKS1A
1.01	0.57	0.5	0.17	0.16	0.04	0.01	0.02	0.01	0	0	0	TCP11
7.76	6.92	3.64	4.03	4.87	2.85	2.23	3.14	2.02	1.3	0.29	0.03	SCUBE3
1.01	1.42	0.5	0.87	6.5	3.34	2.37	4.82	2.11	1.69	0.2	0.24	RP3-329A5.8
11.18	14.12	14.63	13.81	58.53	38.56	38.87	44.09	41.22	34.95	13.4	7.01	ZNF76
17.74	22.41	15.25	10.91	64.53	21.87	14.22	8.32	1.14	0.44	0.71	0.56	DEF6
8.54	5.8	4.73	7.94	22.44	10.4	11.16	13.82	15.5	12.35	4.46	4.09	PPARD
