GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_REGULATION_OF_B_CELL_PROLIFERATION	55	9	0.000252086663523	0.0049700286195	TNFRSF4:CHRNB2:MNDA:CLCF1:TIRAP:IKZF3:CD300A:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_B_CELL_PROLIFERATION
GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY	479	40	0.000254051777336	0.0049866092224	FGR:JTB:ADAM8:ADCY6:RIPK3:THBS1:CSPG4:NOD2:CAMKK1:PIK3R6:UNC119:CCL5:ERN1:FAM20A:AZU1:ELANE:GADD45B:SLC27A1:MAP3K10:C5AR1:FPR1:ADAM17:MAPRE3:TGFA:ALS2:CARD10:PDGFB:CAMK1:TLR9:TLR9:PRKCD:DOK7:ACSL1:ADRB2:CSF1R:CLU:VLDLR:GADD45G:TLR4:HSPA5:FAM58A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_KINASE_ACTIVITY
GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	66	10	0.000278932190145	0.00541011624331	TSPAN15:SLC35C1:MMP14:JAG2:NOD2:LLGL2:GATA2:DLK2:LFNG:HEY1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	28	6	0.000279286884517	0.00541011624331	PTGER3:FCER1G:ADAM8:CCL5:CCR2:F12	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE
GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	28	6	0.000279286884517	0.00541011624331	SLC35C1:MMP14:GATA2:DLK2:LFNG:HEY1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_NOTCH_SIGNALING_PATHWAY
GO_POSITIVE_REGULATION_OF_HEMOPOIESIS	162	18	0.00029051759955	0.00560320031132	CD101:HLX:IL2RA:ADAM8:IL23A:MMP14:FES:PIK3R6:CCL5:AP3D1:AXL:LIF:LGALS1:CCR1:GATA2:PF4:IL4:CSF1R	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_HEMOPOIESIS
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	100	13	0.00029369210458	0.00561900450406	TNFRSF4:SLAMF1:FCER1G:CLCF1:APOA1:B2M:TNFSF13:BST2:CLC:TRPM4:SPON2:IL4:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	56	9	0.000293870388851	0.00561900450406	SLAMF1:FCER1G:APOA1:B2M:BST2:CLC:TRPM4:SPON2:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
GO_REGULATION_OF_CELL_DEATH	1463	98	0.000295990248187	0.00563524781527	TNFRSF18:TNFRSF4:TNFRSF8:ID3:IFI6:PLK3:F3:ADAMTSL4:S100A8:MNDA:FCER1G:MPZ:ACTN2:UNC5B:DLG5:ADAM8:WT1:CLCF1:HYOU1:KRT18:PHLDA1:DIABLO:RILPL1:DAD1:RIPK3:THBS1:CAPN3:ALDH1A2:DAPK2:SMAD6:ST20:VIMP:CORO1A:PYCARD:NOD2:NOL3:NQO1:HP:ALOX12:TMEM102:CCL2:CCL5:IKZF3:ARHGDIA:AZU1:TMEM259:GADD45B:TNFSF14:ICAM1:HSH2D:CRLF1:PLEKHF1:NFKBID:MAP3K10:AXL:PLAUR:C5AR1:NLRP12:TFPT:ADAM17:GPR75:INHA:SCG2:HCK:SNAI1:CEBPB:SYCP2:TRPM2:CARD10:LGALS1:BIK:CX3CR1:CCR2:GPX1:PRKCD:KALRN:ALB:PF4:TERT:IL4:ADRB2:CSF1R:CLEC5A:BMP1:GNRH1:CLU:STAR:RRM2B:GADD45G:FGD3:TRAF1:GSN:HSPA5:CARD9:NSMF:CXCR3:ARHGAP4:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_DEATH
GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1663	109	0.000319755215055	0.00606168433326	RNF207:TRIM62:PTGER3:F3:S1PR1:CD101:CHRNB2:SOX13:SLC45A3:HLX:IL2RA:ZNF488:SRGN:PLAU:ADAM8:CTR9:WT1:SPI1:CLCF1:P2RY2:TRPC6:APOA1:C3AR1:PRICKLE1:ADCY6:CELA1:IL23A:NAB2:RASAL1:MMP14:MEIS2:THBS1:ITPKA:CAPN3:B2M:CD276:FES:METRN:TBX6:ALOX12:TNFSF13:PIK3R6:TRIM16:TRPV2:CCL2:CCL5:IKZF3:ARHGDIA:RAC3:SMAD7:AP3D1:AMH:TBXA2R:NFKBID:TYROBP:CLC:AXL:PRKD2:C5AR1:TRPM4:INHA:SERPINE2:GPC1:CPNE1:L3MBTL1:SNAI1:CEBPB:ITGB2:RTN4R:LIF:LGALS1:PDGFB:CELSR1:CAMK1:CX3CR1:CCR3:CCR1:CCR2:PLXNB1:GPX1:STAB1:GATA2:ETV5:PF4:ANXA3:HPSE:SPP1:FST:THBS4:FBN2:IL4:SPOCK1:ADRB2:CSF1R:RGS14:LFNG:HOXA9:LIMK1:PLXNA4:TMEM176B:BMP1:GNRH1:STAR:HEY1:VLDLR:TLR4:NSMF:CXCR3:ARHGAP4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MULTICELLULAR_ORGANISMAL_DEVELOPMENT
GO_OVULATION_CYCLE	113	14	0.000327317272736	0.00617863583769	MMP19:MMP14:AMH:ICAM1:KMT2B:AXL:HAS1:INHA:CEBPB:TRPM2:ADRB2:LFNG:GNRH1:CLU	http://www.broadinstitute.org/gsea/msigdb/cards/GO_OVULATION_CYCLE
GO_REGULATION_OF_SECRETION	694	53	0.000330989024672	0.00620356999637	TNFRSF4:SYTL1:FGR:PTAFR:PTGER3:S100A8:CHRNB2:SLAMF1:FCER1G:SRGN:ADAM8:NR1H3:P2RY2:APOA1:SLC8B1:CD276:NMB:FES:SOCS1:DOC2A:STX1B:PYCARD:NOD2:SMPD3:CYBA:TRIM16:CCL5:WNK4:CD300A:LLGL2:RHBDF2:CEACAM1:GIPR:C5AR2:TRPM4:NLRP12:IL1RL1:INHA:TRPM2:LIF:MYRIP:CCR2:TLR9:TLR9:CACNA1D:IL4:CD14:CSF1R:MYO6:SYTL3:STX1A:CLEC5A:CHRNA6:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_SECRETION
GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION	810	60	0.00033143509674	0.00620356999637	TNFRSF4:PTAFR:F3:S1PR1:S100A13:CHRNB2:SLAMF1:HLX:IL2RA:PLAU:LTBP3:CLCF1:TIRAP:C3AR1:IL23A:SHC4:CCPG1:ALDH1A2:ANXA2:CD276:NMB:CORO1A:PYCARD:NOD2:CYBA:ALOX12:TNFSF13:CCL2:CCL5:PRTN3:ELANE:CRLF1:PRKD2:C5AR1:C5AR2:TRPM4:CLEC11A:ADAM17:TGFA:DPP4:IGFBP2:CXCR2:SCG2:HCK:LIF:PDGFB:CX3CR1:CCR3:CCR2:ETV5:HPSE:TERT:THBS4:IL4:ADRB2:CSF1R:CAV2:CLU:TLR4:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_PROLIFERATION
GO_LINOLEIC_ACID_METABOLIC_PROCESS	14	4	0.000350414850204	0.0064499596494	ELOVL3:ALOX12:ACSL1:ABCD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LINOLEIC_ACID_METABOLIC_PROCESS
GO_RESPIRATORY_BURST	14	4	0.000350414850204	0.0064499596494	CD52:CYBA:HCK:NCF1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPIRATORY_BURST
GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	14	4	0.000350414850204	0.0064499596494	PTAFR:P2RY2:P2RY11:GPR34	http://www.broadinstitute.org/gsea/msigdb/cards/GO_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY
GO_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE	14	4	0.000350414850204	0.0064499596494	F3:FCER1G:CD9:ITGB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	30	6	0.000441577049036	0.00806105263178	PYCARD:NOD2:TRIM16:AZU1:NLRP12:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	30	6	0.000441577049036	0.00806105263178	RNF207:KCNE3:CACNB3:SNTA1:KCNE1:CACNA1D	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MEMBRANE_REPOLARIZATION
GO_TRABECULA_MORPHOGENESIS	39	7	0.000444911907843	0.00808864435734	TGFBR3:S1PR1:THBS3:SBNO2:PLXNB1:FBN2:HEY1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TRABECULA_MORPHOGENESIS
GO_EPIBOLY	22	5	0.000462014794476	0.0083058923609	RHOC:CEACAM1:ADAM17:TOR1A:FLNA	http://www.broadinstitute.org/gsea/msigdb/cards/GO_EPIBOLY
GO_RECEPTOR_METABOLIC_PROCESS	81	11	0.000462417766634	0.0083058923609	PTGER3:FCER1G:CD9:FAM109A:RAB31:ALS2:CXCR2:CXCR1:RAMP1:ITGB2:CAMLG	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RECEPTOR_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1482	98	0.000462478677444	0.0083058923609	TNFRSF18:TNFRSF4:TNFRSF8:PTAFR:PLK3:PTGER3:F3:S100A8:JTB:SLAMF1:CR1:ADAM8:PRKCDBP:CTR9:PACSIN3:NR1H3:PRG3:CLCF1:TRPC6:TIRAP:PRICKLE1:ADCY6:IL23A:DIABLO:MMP14:RIPK3:THBS1:CAPN3:ANXA2:CD276:CSPG4:PYCARD:NOD2:RNF166:CAMKK1:ALOX12:PIK3R6:KSR1:UNC119:CCL2:CCL5:CCL23:ERN1:FAM20A:CD300A:CSNK1D:SMAD7:AZU1:ELANE:TMEM259:GADD45B:ICAM1:SLC27A1:CRLF1:CEBPA:MAP3K10:TEX101:PLAUR:PRKD2:C5AR1:C5AR2:FPR1:NLRP12:ADAM17:MAPRE3:TGFA:ALS2:INHA:RAMP1:LIF:CARD10:PDGFB:CAMK1:CCR1:CCR2:TLR9:TLR9:PRKCD:MFI2:DOK7:ACSL1:THBS4:IL4:ADRB2:CSF1R:F12:PCOLCE:CAV2:BMP1:CLU:VLDLR:GADD45G:TLR4:GSN:HSPA5:CDK9:CARD9:NSMF:FAM58A	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS
GO_LYMPHOCYTE_MIGRATION	49	8	0.000471625498409	0.00843601093122	S1PR1:ADAM8:CCL2:CCL5:CCL23:CCR2:MYO1G:CXCR3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LYMPHOCYTE_MIGRATION
GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	182	19	0.000481553462224	0.00857900063625	CD101:CTR9:SPI1:IL23A:MEIS2:FES:CCL5:TYROBP:INHA:L3MBTL1:CEBPB:LIF:CCR1:GATA2:PF4:IL4:CSF1R:HOXA9:TLR4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION
GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	105	13	0.000488733128528	0.0086720806326	FAAH:ALOX5:ELOVL3:PRG3:FADS3:ALOX5AP:ALOX12:GGT7:CYP2D6:HPGD:ACSL1:PTGDS:ABCD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS
GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	15	4	0.000504934383614	0.0088533159119	CCL2:CCL5:CCR1:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS
GO_CHRONIC_INFLAMMATORY_RESPONSE	15	4	0.000504934383614	0.0088533159119	S100A8:THBS1:CCL5:CEBPB	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CHRONIC_INFLAMMATORY_RESPONSE
GO_REGULATION_OF_HEAT_GENERATION	15	4	0.000504934383614	0.0088533159119	PTGER3:CCL5:SLC27A1:CCR2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_HEAT_GENERATION
GO_TRANSMEMBRANE_TRANSPORT	1082	75	0.000531073721472	0.00927497255295	KCNAB2:SLC30A2:GJB3:MFSD2A:CHRNB2:SLC45A3:PRF1:SFXN3:KCNIP2:CALHM2:ANO9:CATSPER1:KCNE3:TRPC6:APOA1:GRIK4:SLC37A2:SLC6A13:CACNA2D4:CACNB3:AQP2:SLC39A5:HVCN1:TPCN1:SLC8B1:SCARB1:SLC25A29:ST20:PAM16:ATP2A1:NOL3:SPNS3:KCNAB3:TRPV2:LASP1:CACNB1:SLC35B1:ABCC3:GRIN2C:SLC16A5:SLC16A3:SLC14A2:TMEM38A:RTN2:KCNJ14:TRPM4:TTYH1:ANO7:SLC4A11:SLC9A8:SLC17A9:GRIK1:KCNE1:TRPM2:CCR5:CACNA1D:SLC15A2:SLC12A8:MFSD1:ATP13A4:MFSD7:MFSD10:SLC2A9:PPBP:SLC9A3:SLC26A2:SLC26A8:SLC17A5:SLC29A4:CHRNA6:TRPM6:SURF1:CACFD1:SLC2A6:ABCD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TRANSMEMBRANE_TRANSPORT
GO_AMINE_METABOLIC_PROCESS	131	15	0.000543600213607	0.00945651195122	ADC:PRG3:APOA1:HDC:SULT1A2:CETP:SMPD3:SAT2:SLC27A1:HAAO:DBI:CHDH:SMPDL3A:AOC1:SARDH	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AMINE_METABOLIC_PROCESS
GO_RECEPTOR_INTERNALIZATION	50	8	0.000551008279732	0.00952389035743	PTGER3:FCER1G:CD9:RAB31:CXCR2:CXCR1:RAMP1:ITGB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RECEPTOR_INTERNALIZATION
GO_LEUKOCYTE_CELL_CELL_ADHESION	254	24	0.000551767317822	0.00952389035743	TNFRSF4:S100A8:FCER1G:IL23A:RIPK3:BATF:JAG2:B2M:CD276:CCL5:TNFSF14:ICAM1:HSH2D:ADAM17:IL18R1:DPP4:CEBPB:ITGB2:IL4:NT5E:LFNG:CERCAM:FUT7:BMX	http://www.broadinstitute.org/gsea/msigdb/cards/GO_LEUKOCYTE_CELL_CELL_ADHESION
GO_REGULATION_OF_MEMBRANE_POTENTIAL	343	30	0.000565532723815	0.00972365566994	RNF207:CNR2:IFI6:CHRNB2:ACTN2:KCNIP2:CATSPER1:KCNE3:BCO2:IGSF9B:CACNB3:TPCN1:SLC8B1:B2M:STX1B:ALOX12:GRIN2C:SMAD7:HSH2D:TRPM4:SNTA1:KCNE1:CACNA1D:PXK:ADRB2:SLC26A2:SLC26A8:STX1A:CHRNA6:CACFD1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MEMBRANE_POTENTIAL
GO_ORGAN_REGENERATION	83	11	0.00058011339743	0.00993584181853	PTPRU:TGFBR3:APOA1:PKM:SOCS1:CCL2:C5AR1:CEBPB:LIF:ANXA3:ADRB2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ORGAN_REGENERATION
