NC7_1_S11	NC7_2_S12	NC7_3_S13	TMCC_6_1_S14	TMCC_6_2_S15	TMCC_9_2_S16	TMCC_9_3_S17	genes
0	0	0	0	0	0	0	AC010744.1
0	0	0	0	0	0	0	AC106874.1
677	716	549	517	586	575	622	SUCLG1
0	2	0	0	0	0	1	DNAH6
0	0	0	0	0	0	0	TRABD2A
0	0	0	0	0	0	0	AC022210.1
99	119	109	95	88	122	91	TMSB10
108	75	55	68	68	73	68	KCMF1
0	0	0	0	0	0	0	RP11-60H5.1
3	1	1	0	5	1	1	TCF7L1
559	570	425	453	500	542	554	TGOLN2
59	84	72	68	83	75	78	RETSAT
94	85	79	108	99	104	107	ELMOD3
0	0	0	0	1	0	0	RP11-717A5.2
3	9	10	11	7	12	10	CAPG
1	2	2	3	9	4	1	SH2D6
2165	2186	1881	1989	2201	2197	2391	MAT2A
92	91	69	57	93	95	81	GGCX
296	351	292	330	358	270	288	VAMP8
0	6	5	3	2	5	3	VAMP5
622	873	684	873	837	740	683	RNF181
49	51	37	59	40	49	55	TMEM150A
928	917	796	842	966	843	895	USP39
327	358	301	302	363	322	340	C2orf68
0	0	1	2	0	3	0	SFTPB
0	0	0	0	0	1	0	GNLY
0	0	0	0	0	0	0	ATOH8
0	0	0	0	0	0	0	AC105053.3
0	0	0	0	0	0	0	ST3GAL5
0	0	0	0	0	0	0	AC105053.4
0	0	0	0	0	0	0	RP11-548P2.2
120	140	85	92	120	146	108	POLR1A
465	396	351	381	358	463	389	PTCD3
1369	1565	1259	1232	1377	1325	1358	IMMT
4	10	6	7	4	2	7	RP11-301O19.1
378	362	292	282	299	315	314	MRPL35
3	1	2	0	1	3	1	REEP1
1004	822	725	796	890	866	979	KDM3A
420	314	279	278	287	299	323	CHMP3
0	0	0	0	0	0	0	RNF103-CHMP3
2	1	2	3	1	1	1	AC015971.2
58	53	37	40	42	47	47	RNF103
2440	1544	1486	1378	1657	1509	1706	RMND5A
0	0	0	0	0	0	0	CD8A
0	0	0	0	0	0	0	CD8B
0	0	0	0	0	0	0	AC111200.1
2	0	0	0	0	0	0	RGPD1
0	0	0	0	1	0	1	PLGLB1
452	543	503	493	523	470	430	LINC00152
1	3	4	1	1	5	1	RP11-1399P15.1
0	0	0	0	0	0	0	PLGLB2
0	0	0	0	0	0	0	RGPD2
252	158	137	124	141	175	197	KRCC1
0	0	0	0	0	0	1	SMYD1
0	0	0	0	0	0	0	FABP1
0	0	0	0	0	0	0	THNSL2
0	0	0	0	0	0	0	TEX37
0	0	0	0	1	0	0	AC104134.2
11	4	3	7	13	10	7	EIF2AK3
15	6	0	6	12	6	7	AC062029.1
656	696	567	586	611	592	599	RPIA
0	0	0	0	0	0	0	CH17-132F21.1
0	0	0	0	0	0	0	RP11-685N3.1
0	0	0	0	0	0	0	RP11-575H3.1
2	6	0	1	2	1	2	TEKT4
0	0	0	0	0	0	0	AC103563.8
0	1	0	0	0	0	0	MAL
0	0	0	0	0	0	0	AC103563.9
209	268	218	250	254	240	218	MRPS5
11	12	11	13	16	17	12	ZNF514
12	15	13	24	12	12	18	ZNF2
0	0	0	0	0	0	0	AC092835.2
0	1	0	0	0	0	0	PROM2
0	0	0	0	0	1	0	KCNIP3
129	182	121	154	182	154	128	FAHD2A
0	0	0	0	0	0	0	RP11-440D17.3
0	0	0	0	0	0	0	RP11-440D17.4
0	0	0	0	0	0	0	TRIM43
0	0	0	0	0	0	0	AC008268.1
6	5	0	1	5	0	2	LINC00342
14	10	7	9	20	7	7	ANKRD36C
6	4	4	5	1	3	0	GPAT2
0	0	0	0	0	0	1	ADRA2B
0	0	0	0	0	0	0	ASTL
14	20	9	13	12	6	17	DUSP2
0	0	0	0	0	0	0	AC012307.2
822	743	581	678	692	715	771	STARD7
102	116	106	119	112	104	106	TMEM127
498	554	401	510	531	508	477	CIAO1
2530	3006	2606	2931	2837	3003	2745	SNRNP200
0	0	0	0	0	0	0	AC021188.4
0	0	0	0	0	0	0	ITPRIPL1
105	118	78	58	81	85	78	NCAPH
0	0	0	0	0	0	0	RP11-363D14.1
8	8	6	17	6	8	16	ARID5A
621	623	562	559	708	644	659	KANSL3
242	286	207	234	214	265	204	LMAN2L
16	18	7	15	12	18	25	CNNM4
3	1	4	1	4	3	4	RP11-353K11.1
69	62	52	55	58	55	66	CNNM3
2	2	3	4	1	1	5	ANKRD23
24	11	17	24	23	22	20	ANKRD39
1	10	7	3	4	11	4	SEMA4C
18	51	34	29	37	34	24	FAM178B
21	19	25	31	23	32	17	FAHD2B
12	8	12	17	20	11	13	ANKRD36
0	0	0	0	0	0	0	AC159540.3
0	0	1	0	0	1	0	AC159540.1
0	0	0	0	0	0	0	AC159540.2
2360	3027	2619	2751	2960	2810	2415	COX5B
102	142	100	135	128	135	115	ACTR1B
5	7	2	6	3	6	4	LINC01125
0	2	0	0	0	0	0	ZAP70
140	117	102	97	157	119	130	TMEM131
0	0	0	0	0	0	0	VWA3B
0	0	0	0	0	0	0	AC092675.3
0	0	0	0	0	0	0	CNGA3
47	49	48	62	62	56	46	INPP4A
298	225	216	239	258	284	264	COA5
255	197	152	200	176	168	240	UNC50
5	1	0	2	0	1	1	MGAT4A
0	0	0	0	0	0	0	AC109826.1
0	0	0	0	1	0	0	KIAA1211L
194	184	153	124	182	191	198	TSGA10
1	0	2	1	0	0	0	C2orf15
4	1	1	0	0	4	3	C2ORF15
118	69	68	56	54	74	83	LIPT1
0	0	0	0	0	0	0	MRPL30
103	83	71	85	95	85	98	MITD1
0	0	0	0	0	0	0	MRPL30.1
3	0	0	0	2	0	2	LYG2
1	0	1	2	5	3	0	LYG1
317	254	214	186	195	276	261	TXNDC9
530	481	402	406	504	489	519	EIF5B
43	58	41	38	48	54	47	REV1
4	0	2	1	1	2	1	RP11-527J8.1
0	0	0	0	0	0	0	AFF3
0	0	0	0	0	0	0	AC092667.2
0	0	0	0	0	0	0	LINC01104
41	59	29	45	35	27	43	LONRF2
0	0	0	0	0	0	0	AC012493.2
9	4	5	9	4	7	2	CHST10
0	0	0	0	0	0	0	NMS
30	41	29	39	37	23	36	PDCL3
0	0	0	0	0	0	0	AC068538.4
0	0	0	0	0	0	0	AC092168.3
0	0	0	0	0	0	0	AC092168.4
0	0	0	0	0	0	0	NPAS2
0	0	0	0	0	0	0	AC016738.3
0	0	0	0	0	0	0	AC016738.4
11601	12533	10974	11840	12541	12052	11102	RPL31
0	1	0	0	1	4	6	TBC1D8
0	0	0	0	0	0	0	RP11-299H21.1
38	39	18	29	26	21	21	CNOT11
69	43	48	48	53	46	56	RNF149
0	0	0	0	0	0	0	CREG2
0	0	0	0	0	0	0	RFX8
0	0	0	0	0	0	0	AC092570.2
1046	1033	966	985	1107	973	1042	MAP4K4
0	0	0	0	0	0	0	FLJ20373
0	0	0	0	0	0	0	IL1R2
37	32	14	46	33	48	44	IL1R1
0	1	0	0	1	0	0	AC007271.3
0	0	0	0	0	0	0	IL1RL2
0	1	0	0	1	1	0	IL1RL1
0	0	0	0	0	0	0	IL18R1
0	0	2	1	0	0	0	IL18RAP
0	0	0	0	0	0	0	SLC9A4
5	2	1	2	1	4	2	SLC9A2
58	89	51	61	67	39	55	MFSD9
4	3	0	1	0	1	1	TMEM182
0	0	0	0	0	0	0	AC007251.2
0	0	0	0	0	0	0	AC108051.1
0	0	0	0	0	0	0	AC108051.2
0	0	0	0	0	0	0	AC108051.3
0	0	0	0	0	0	0	AC073987.1
0	0	0	0	0	0	0	AC013727.1
0	0	0	0	0	0	0	AC013727.2
0	0	0	0	0	0	0	RP11-76I14.1
0	0	0	0	0	0	0	AC096554.1
0	0	0	0	0	0	0	AC068535.2
0	0	0	0	0	0	0	AC068535.3
0	0	0	0	0	0	0	LINC01102
0	0	0	0	0	0	0	LINC01103
0	0	0	0	0	0	0	AC013402.4
0	0	0	0	0	0	0	AC013402.3
0	0	0	0	0	0	0	AC013402.5
0	0	0	0	0	0	0	AC068057.1
0	0	0	0	0	0	0	LINC01114
0	0	0	0	0	0	0	LINC01158
0	0	0	0	0	0	0	POU3F3
0	0	0	0	0	0	0	AC018730.4
0	0	0	0	0	0	0	LINC01159
1	1	1	1	0	0	2	AC010884.1
441	363	287	313	343	364	382	MRPS9
2	1	1	0	0	1	1	AC104655.2
0	0	0	0	0	0	0	AC104655.3
0	0	0	0	0	1	0	GPR45
0	0	0	0	0	0	1	RP11-332H14.1
0	0	0	0	0	0	0	AC012360.1
54	75	59	69	60	63	43	TGFBRAP1
0	0	0	0	0	0	0	AC012360.2
1	0	0	1	0	0	0	AC012360.4
7	10	2	1	9	7	8	RP11-332H14.2
208	178	139	158	164	167	164	C2orf49
1009	1111	908	948	999	1042	1042	FHL2
7	3	2	2	1	0	8	AC012360.6
0	0	0	0	0	0	0	NCK2
0	0	0	0	0	0	0	AC009505.2
0	0	0	0	0	0	0	AC009505.4
0	0	0	0	0	0	0	C2orf40
42	56	55	66	50	47	62	UXS1
0	0	0	0	1	0	0	AC018878.3
0	0	0	0	1	1	1	RGPD3
0	0	0	0	0	0	0	AC108868.1
0	0	0	0	0	0	0	AC108868.5
0	0	0	0	0	0	0	AC108868.6
0	0	0	0	0	0	0	ST6GAL2
0	0	0	0	0	0	0	AC016994.2
0	0	0	0	0	0	0	AC006227.1
0	0	0	0	0	0	0	AC096669.1
0	0	0	0	0	0	0	AC096669.2
0	0	0	0	0	0	0	AC096669.3
0	0	0	0	0	0	0	GACAT1
0	0	0	0	0	0	0	RGPD4-AS1
1	1	0	0	0	1	0	RGPD4
0	0	0	0	0	0	0	SLC5A7
0	0	0	0	0	0	0	AC023672.2
0	0	0	0	0	0	0	AC019100.3
0	0	0	0	0	0	0	SULT1C3
0	0	0	0	0	0	0	SULT1C2
0	0	0	0	0	0	0	SULT1C4
773	400	322	350	383	472	495	GCC2
3	3	0	1	0	2	0	AC012487.2
1265	827	653	683	707	764	854	LIMS1
0	0	1	0	1	1	0	AC010095.5
559	392	351	360	419	436	441	RANBP2
26	21	7	10	8	11	13	CCDC138
0	2	0	0	0	0	0	EDAR
0	0	0	0	0	0	0	SH3RF3-AS1
0	0	0	0	0	0	0	SH3RF3
0	0	0	0	0	0	0	SEPT10
0	0	0	0	0	0	0	SOWAHC
1	0	0	0	0	0	1	RGPD5
2	1	1	1	2	1	2	LIMS3
0	0	0	0	0	0	0	LINC01123
0	0	0	0	0	0	0	MALL
0	0	0	0	0	0	0	NPHP1
76	83	66	84	91	78	82	LINC00116
0	0	0	0	0	0	0	RP11-1223D19.1
0	0	0	0	0	0	0	LINC01106
0	0	0	0	0	0	0	RP13-1039J1.2
7	7	6	5	6	5	6	LIMS3.1
0	0	0	0	0	0	0	RP13-1039J1.3
0	0	0	0	0	0	0	LIMS3L
0	0	0	0	0	0	0	RGPD6
0	0	0	0	0	0	0	AC123886.2
243	192	142	146	151	163	127	BUB1
0	0	0	0	0	0	0	AC114776.3
0	2	0	0	1	0	0	ACOXL
0	0	0	0	4	0	1	AC096670.3
1002	830	813	807	855	816	878	BCL2L11
0	2	1	0	0	1	0	AC108463.1
332	399	308	324	382	366	330	MIR4435-1HG
0	1	1	1	0	3	0	RP11-181E10.3
0	0	0	0	0	1	0	AC068491.2
0	1	0	2	3	1	0	RP11-803D5.4
3	0	2	1	0	2	1	AC017002.1
10	6	8	8	4	4	3	AC017002.2
0	0	0	0	0	1	0	AC017002.4
139	129	115	160	112	122	149	ANAPC1
8	6	17	9	7	14	8	MERTK
29	15	18	15	14	26	9	TMEM87B
0	0	0	0	0	1	0	FBLN7
375	193	187	195	243	226	300	ZC3H8
74	57	74	53	90	77	76	ZC3H6
5	1	0	2	4	0	3	RGPD8
85	82	76	66	69	69	99	TTL
109	89	62	72	74	108	88	POLR1B
134	180	162	177	156	137	134	CHCHD5
3	2	1	6	2	4	2	AC012442.6
2	2	3	6	4	3	5	AC079922.3
2148	2058	1879	1716	1844	1979	2359	SLC20A1
4	0	0	0	0	3	1	NT5DC4
50	43	18	37	31	35	23	CKAP2L
0	1	0	0	0	0	1	IL1A
0	0	0	0	0	0	1	IL1B
0	0	0	0	0	0	0	IL37
0	0	0	0	0	0	0	IL36G
0	0	0	0	0	0	0	IL36A
0	0	0	0	0	0	0	IL36B
0	0	0	0	0	0	0	IL36RN
0	0	0	0	0	0	0	IL1F10
152	173	132	162	185	119	136	IL1RN
156	237	172	195	193	186	167	PSD4
0	0	0	1	0	0	0	AC016683.5
0	0	0	0	0	0	0	PAX8
0	0	0	0	0	0	0	RP11-65I12.1
0	0	0	0	0	0	0	AC016745.3
0	0	0	0	0	0	0	RP11-480C16.1
83	44	40	36	49	51	57	CBWD2
0	1	0	0	0	0	0	AC016745.1
8	5	1	4	4	7	4	FOXD4L1
1	0	2	0	0	1	0	RP11-395L14.3
10	9	6	3	10	9	5	RP11-395L14.4
0	1	1	0	0	0	0	FAM138B
12	15	21	16	17	21	10	RABL2A
0	0	1	0	0	0	0	AC017074.1
0	0	0	0	1	0	2	AC017074.2
272	200	189	171	218	201	263	SLC35F5
0	0	0	0	0	0	0	AC024704.2
0	0	0	0	2	1	1	AC104653.1
1	0	0	0	0	0	0	RP11-141B14.1
5157	3660	3253	3326	3518	3623	3882	ACTR3
0	2	0	1	1	0	2	AC010982.1
0	3	0	1	3	0	2	AC110769.3
0	0	0	0	0	0	0	AC010982.2
0	0	0	0	3	0	0	DPP10
0	0	0	0	0	0	0	DPP10-AS3
0	0	0	0	0	0	0	DPP10-AS2
0	0	0	0	0	0	0	DPP10-AS1
0	0	0	0	0	0	0	AC009312.1
361	266	219	247	309	302	344	DDX18
6	4	2	5	7	7	8	AC009404.2
77	51	47	54	67	67	68	CCDC93
0	0	1	1	1	0	1	AC009303.1
0	0	0	0	0	0	0	RP11-98C1.1
0	0	0	0	1	0	0	RP11-98C1.2
56	27	33	35	25	34	48	INSIG2
0	0	0	0	0	1	0	AC093901.1
0	0	0	0	0	0	0	RP11-19E11.1
0	0	0	0	0	0	0	EN1
0	0	0	0	0	1	0	MARCO
0	0	0	0	0	0	0	RP11-77A13.1
0	0	0	0	0	0	0	C1QL2
1220	1505	1172	1261	1439	1357	1289	STEAP3
8	5	4	5	2	1	3	STEAP3-AS1
34	22	28	20	25	19	20	C2orf76
54	53	38	70	39	47	60	DBI
0	0	0	0	0	0	0	TMEM37
0	0	0	0	0	0	0	SCTR
0	0	0	0	0	0	0	AC013275.2
0	0	0	0	0	0	0	PCDP1
7	7	5	1	0	8	4	TMEM177
323	234	208	182	213	224	276	PTPN4
7	4	5	5	8	4	1	EPB41L5
0	0	0	0	0	0	0	AC012363.4
9	3	5	7	11	4	7	TMEM185B
20	13	23	18	16	24	18	RALB
0	0	0	0	0	0	0	AC012363.13
0	0	0	0	0	0	0	INHBB
0	0	0	0	0	0	0	LINC01101
0	0	0	0	0	0	0	AC073257.2
0	0	0	0	0	0	0	AC073257.1
0	0	0	0	0	0	0	AC018866.1
0	0	0	0	0	0	0	GLI2
0	0	0	0	0	0	0	RP11-297J22.1
0	0	0	0	0	0	0	AC067960.1
0	0	0	0	0	0	0	AC079988.3
0	0	0	0	0	1	0	TFCP2L1
581	538	476	504	580	510	504	CLASP1
0	1	0	1	2	0	0	RP11-204L24.2
41	20	23	37	28	30	23	NIFK-AS1
104	107	65	77	83	98	84	NIFK
839	636	495	488	618	592	630	TSN
0	0	0	0	1	2	0	AC018737.3
0	0	0	0	0	0	0	AC062020.2
0	0	0	0	0	0	0	AC062020.1
0	0	0	0	0	0	0	AC073409.1
0	0	0	0	0	0	0	AC079154.1
0	0	0	0	0	0	0	CNTNAP5
0	0	0	0	0	0	0	AC097499.1
0	0	0	0	0	0	0	AC114813.1
0	0	0	0	0	0	0	AC023347.1
22931	28494	24845	24949	25543	23744	22321	GYPC
0	0	0	0	0	0	0	AC114783.1
0	0	0	0	0	0	0	RP11-521O16.1
0	0	0	0	0	0	0	RP11-521O16.2
0	0	0	0	0	0	1	BIN1
0	0	0	0	0	0	0	CYP27C1
216	289	195	228	265	265	240	ERCC3
127	90	54	72	80	95	80	MAP3K2
1	4	4	4	1	1	3	AC068282.3
0	0	0	0	0	0	0	PROC
284	313	243	276	298	346	332	IWS1
0	0	1	0	3	0	1	AC010976.2
0	0	0	0	0	0	0	MYO7B
0	0	0	0	0	0	0	RP11-286H15.1
0	0	0	0	1	0	0	LIMS2
0	0	0	0	0	0	0	GPR17
438	396	339	405	366	372	348	WDR33
0	0	0	0	0	0	0	SFT2D3
47	46	22	28	33	33	39	RP5-935K16.1
330	340	282	332	339	324	303	POLR2D
164	146	155	144	163	179	182	AMMECR1L
20	23	28	26	21	21	19	RP11-395A13.2
183	195	159	162	177	190	139	SAP130
1108	895	833	772	931	931	916	UGGT1
4	0	0	1	1	0	0	HS6ST1
0	0	0	0	0	0	0	AC012451.1
0	0	0	0	0	0	0	AC068483.1
0	0	0	0	0	0	0	AC079586.1
0	1	0	0	0	1	0	AC079776.1
0	0	0	0	0	0	0	AC079776.3
3	2	0	0	0	0	1	RAB6C
0	0	0	1	1	0	0	POTEF
0	0	0	0	0	0	0	AC018804.3
0	0	0	1	1	0	1	CCDC74B
431	459	389	461	469	427	390	SMPD4
8	18	15	17	17	17	8	MZT2B
0	0	0	0	0	0	0	TUBA3E
100	100	86	78	89	86	81	CCDC115
294	352	336	302	394	380	300	IMP4
12	21	7	17	9	10	15	PTPN18
0	1	0	0	0	1	0	POTEI
0	0	0	0	0	0	0	AC013269.3
0	0	0	0	0	0	0	CFC1B
0	0	0	0	0	0	0	AC013269.4
0	0	0	0	0	0	0	AC013269.5
0	0	0	0	0	0	0	AC140481.2
0	0	0	0	0	0	0	AC140481.4
0	0	0	0	0	0	0	CFC1
3	0	2	2	1	0	1	POTEJ
0	0	0	0	0	0	0	GPR148
0	0	0	0	0	0	0	AC140481.8
0	0	0	0	0	0	0	AMER3
0	0	0	0	0	0	0	AC133785.1
1	0	6	0	0	2	0	ARHGEF4
101	79	116	94	83	118	121	FAM168B
1534	1454	1252	1276	1433	1369	1475	PLEKHB2
1	0	1	1	2	3	0	POTEE
0	0	0	0	0	0	0	CYP4F31P
0	0	0	0	0	0	0	LINC01120
0	0	0	0	0	0	0	RP11-109E12.1
17	31	16	21	29	31	16	MZT2A
0	0	0	0	0	0	0	TUBA3D
0	0	0	1	0	0	0	CCDC74A
0	0	0	0	0	0	0	LINC01087
0	2	0	0	0	0	0	C2orf27A
0	0	0	0	0	0	0	C2orf27B
0	0	0	0	0	0	0	AC103564.7
0	0	0	0	0	0	0	AJ239322.3
0	0	0	0	0	0	0	AJ239322.1
0	0	0	0	0	0	0	RP1-156L9.1
0	0	0	0	0	0	0	ANKRD30BL
0	0	0	0	0	0	0	AC097532.2
0	0	0	0	0	0	0	RP11-725P16.2
0	0	0	0	0	0	0	GPR39
0	0	0	0	0	1	0	LYPD1
0	0	0	0	0	0	0	AC010974.3
3	0	0	0	2	0	1	NCKAP5
0	0	0	0	0	0	0	AC016909.1
0	0	0	0	0	0	0	AC011755.1
0	0	0	0	0	0	0	AC010890.1
0	0	0	0	0	0	0	AC011243.1
31	28	33	35	39	47	36	MGAT5
0	0	0	0	0	0	0	TMEM163
1	3	2	2	3	2	3	CCNT2-AS1
1	2	0	1	0	0	0	ACMSD
262	181	132	183	196	251	173	CCNT2
4	0	0	1	1	2	1	MAP3K19
280	210	188	253	251	259	243	RAB3GAP1
35	21	37	18	20	42	29	ZRANB3
184	171	146	158	145	164	169	R3HDM1
849	622	482	551	640	693	584	UBXN4
1	1	0	3	0	3	0	LCT
0	0	0	0	0	0	0	AC011893.3
146	140	100	108	113	123	129	MCM6
562	401	344	441	396	402	408	DARS
0	5	0	2	3	0	3	AC093391.2
0	0	0	0	0	0	0	AC068492.1
2	2	4	5	3	2	2	CXCR4
0	0	0	0	0	0	0	THSD7B
0	0	0	0	0	0	0	AC020601.1
0	0	0	0	0	0	1	HNMT
0	0	0	0	0	0	0	AC069394.1
3	3	1	2	6	0	2	AC097721.2
0	0	0	1	0	0	0	AC114763.1
47	19	13	27	27	27	41	SPOPL
0	0	0	0	0	0	0	RP11-231E19.1
0	0	0	0	0	0	0	AC092620.3
0	0	0	0	0	0	0	NXPH2
0	0	0	0	0	0	0	AC062021.1
0	0	0	0	0	0	0	AC016710.1
0	0	0	0	0	0	0	AC078851.1
0	0	0	0	0	0	0	AC073928.2
0	0	0	0	0	0	1	LRP1B
3	4	1	4	2	1	1	KYNU
88	76	59	67	93	60	69	ARHGAP15
0	0	0	0	0	0	0	RP11-190J23.1
0	1	0	0	0	0	0	AC096558.1
0	1	0	0	0	0	0	RP11-570L15.2
0	0	0	0	0	0	0	RP11-570L15.1
0	0	0	1	0	0	0	AC092652.1
0	0	0	0	0	0	0	RP11-434H14.1
0	0	0	0	0	0	0	CTD-2252P21.1
0	0	0	0	0	0	0	AC079584.2
0	0	0	0	0	0	0	AC016910.1
289	210	167	221	200	215	237	GTDC1
798	641	610	733	690	741	755	ZEB2
1	1	2	0	0	1	1	ZEB2-AS1
0	0	0	0	0	0	0	AC010090.1
0	0	0	0	0	2	0	TEX41
0	0	0	0	0	0	0	AC023128.1
0	0	0	0	0	0	0	RP11-514A9.1
0	0	0	0	0	0	0	AC064865.1
0	1	1	0	0	0	0	AC092484.1
0	0	0	0	0	0	0	AC079163.1
0	0	0	0	0	0	0	AC062031.1
0	0	0	0	0	0	0	AC103881.1
0	0	0	0	0	0	0	AC062032.1
5	2	0	2	0	0	1	ACVR2A
0	0	0	0	0	0	0	AC009480.3
585	346	286	270	409	365	426	ORC4
306	211	207	189	216	255	259	MBD5
108	76	67	96	76	79	72	EPC2
0	0	0	0	0	0	0	AC105402.4
0	0	0	0	2	0	0	KIF5C
0	0	0	0	0	0	0	LYPD6B
0	0	0	0	0	0	0	LYPD6
3254	2679	2363	2432	2623	2602	2756	MMADHC
0	0	1	0	0	0	0	AC144449.1
0	0	0	0	0	0	0	AC007364.1
0	0	0	0	0	0	0	AC016682.1
0	0	0	0	0	0	0	AC113610.1
0	0	0	0	0	0	0	RND3
0	0	0	0	0	0	0	AC104777.2
0	0	0	0	0	0	0	AC104777.3
0	0	0	0	0	0	0	AC104777.1
0	0	0	0	0	0	0	AC104777.4
0	0	0	0	0	0	0	AC023469.2
0	0	0	2	2	1	0	AC023469.1
13	6	4	8	9	9	11	AC018731.3
33	21	22	15	19	25	15	RBM43
250	167	142	169	158	166	161	NMI
0	0	0	0	0	0	0	TNFAIP6
268	182	111	141	150	148	173	RIF1
10	2	5	10	6	3	7	NEB
160	78	51	69	64	104	97	ARL5A
0	0	0	0	1	0	0	CACNB4
0	0	0	0	0	0	0	AC079790.2
435	314	242	269	271	296	371	STAM2
19	9	7	15	18	11	12	FMNL2
1304	879	763	883	888	949	976	PRPF40A
104	60	48	72	92	77	76	ARL6IP6
0	0	0	0	0	0	0	AC011901.2
0	0	0	0	0	0	0	AC079150.3
0	0	0	0	0	0	0	RPRM
0	0	0	0	0	0	0	GALNT13
0	0	0	0	0	0	0	AC009227.2
0	0	0	0	0	0	0	AC009227.3
0	0	0	0	0	0	0	AC061961.2
0	0	0	0	0	0	0	KCNJ3
0	0	0	0	0	0	0	AC092625.1
4	0	1	0	3	0	0	AC093375.1
88	103	105	129	103	133	104	NR4A2
43	38	21	44	37	48	28	GPD2
0	0	0	0	0	0	0	AC011308.1
1855	1589	1289	1426	1680	1616	1677	GALNT5
23	10	4	8	13	11	15	ERMN
0	0	0	0	0	0	0	CYTIP
0	0	0	0	0	0	0	ACVR1C
0	0	0	1	1	0	0	AC019186.1
28	45	24	39	37	40	49	ACVR1
0	0	0	0	0	0	0	UPP2
0	0	0	0	0	0	0	RP11-546J1.1
1	0	0	0	0	0	0	RP11-1152H14.1
0	0	0	0	0	0	0	CCDC148-AS1
0	0	0	0	0	0	0	CCDC148
83	89	55	79	92	110	70	PKP4
0	1	0	0	0	0	0	AC005042.4
0	0	0	0	0	0	0	AC005042.5
0	0	0	0	0	0	0	DAPL1
521	419	417	429	476	390	457	TANC1
77	85	74	79	72	78	75	WDSUB1
171	161	134	157	236	203	143	BAZ2B
3	0	0	0	0	0	0	AC008277.1
10	5	2	5	6	6	2	AC009506.1
8	2	5	4	6	3	5	AC009961.3
921	646	543	634	678	685	773	MARCH7
1	0	0	1	0	0	1	CD302
0	0	2	0	0	0	0	LY75
0	0	0	0	0	0	0	LY75-CD302
0	0	0	0	0	0	0	PLA2R1
0	0	0	0	0	0	0	ITGB6
68	44	50	70	46	62	64	RBMS1
0	0	0	0	0	0	0	AC009313.1
1512	1098	1033	979	953	994	1258	TANK
2	0	0	0	0	0	0	AC009299.2
4	1	4	2	0	1	0	AC009299.3
945	764	679	686	714	723	790	PSMD14
0	0	0	0	0	0	0	TBR1
0	0	0	0	0	0	0	AC009487.4
0	0	0	0	0	0	0	SLC4A10
0	0	0	0	0	0	0	DPP4
0	0	0	0	0	0	0	AC008063.2
0	0	0	0	0	0	0	AC008063.3
0	0	0	0	0	0	0	GCG
0	0	0	0	0	0	0	AC007750.5
0	0	0	0	0	0	0	FAP
79	87	57	36	45	63	69	IFIH1
126	75	64	84	78	57	76	GCA
0	0	0	0	0	0	0	KCNH7
0	0	0	0	0	0	0	AC007740.1
0	0	0	0	0	0	0	FIGN
0	0	0	0	0	0	0	AC092684.1
0	0	0	0	0	0	0	GRB14
119	73	55	81	119	97	89	COBLL1
0	2	1	0	0	0	0	AC019181.2
0	0	0	1	0	0	0	SLC38A11
0	0	0	0	0	0	0	AC013463.2
0	1	0	0	0	0	0	SCN3A
2	0	3	6	4	4	10	SCN2A
0	0	0	0	0	0	0	CSRNP3
0	1	0	0	0	0	0	GALNT3
0	0	0	0	0	0	0	AC009495.2
0	0	0	0	0	0	0	AC009495.4
0	0	0	0	0	0	0	AC009495.3
346	261	189	191	268	296	278	TTC21B
0	0	0	0	0	0	0	AC010127.3
0	0	0	2	0	0	0	SCN1A
0	0	1	2	0	0	0	SCN9A
0	0	0	0	0	0	0	SCN7A
2	0	0	0	0	1	0	XIRP2
0	0	0	0	0	0	0	XIRP2-AS1
0	0	0	0	0	0	0	AC074363.1
0	0	0	0	0	0	0	AC016723.4
0	0	0	0	0	0	0	B3GALT1
0	0	0	0	0	0	0	STK39
0	2	1	4	2	1	1	CERS6
0	0	0	0	0	0	0	CERS6-AS1
0	0	0	0	0	1	2	NOSTRIN
18	19	8	10	8	15	11	SPC25
0	0	0	0	0	0	0	G6PC2
0	0	0	0	0	0	0	ABCB11
0	0	0	2	1	0	0	DHRS9
0	0	0	0	0	0	0	AC007556.3
0	1	0	0	0	0	0	LRP2
0	0	0	1	0	0	0	BBS5
0	0	0	0	0	0	0	RP11-724O16.1
0	0	0	0	0	0	0	KLHL41
234	132	112	125	159	157	173	FASTKD1
456	400	313	404	424	443	399	PPIG
7	3	3	2	4	1	1	CCDC173
9	6	5	4	1	6	2	PHOSPHO2
0	0	0	2	0	0	2	KLHL23
631	384	344	336	394	432	510	SSB
469	395	349	304	365	407	411	METTL5
227	143	154	159	193	171	198	UBR3
1	0	0	0	0	0	0	MYO3B
0	0	0	0	0	0	0	AC012594.1
0	0	0	0	0	3	0	AC007277.3
0	0	0	0	0	0	0	LINC01124
0	0	0	0	0	0	0	SP5
11	14	4	1	9	13	7	AC007405.4
58	49	42	65	59	55	44	AC007405.6
33	14	13	18	21	13	26	ERICH2
509	530	418	458	552	591	521	GAD1
0	0	1	0	1	0	3	AC007405.8
602	484	433	441	490	492	472	GORASP2
908	388	396	406	404	444	487	TLK1
82	46	64	57	74	54	57	METTL8
97	50	28	44	55	40	88	DCAF17
2679	2109	1804	1943	2172	2195	2305	CYBRD1
777	712	664	688	729	780	729	DYNC1I2
0	0	0	0	0	0	0	AC068039.1
0	0	0	0	0	0	1	AC068039.4
